Date,Team1,Team2,Score,Team1_Position,Team1_Win_Percentage,Team2_Position,Team2_Win_Percentage,Team1_Player1_Rating,Team1_Player1_Kills_Per_Round,Team1_Player1_Deaths_Per_Round,Team1_Player1_Headshots,Team1_Player2_Rating,Team1_Player2_Kills_Per_Round,Team1_Player2_Deaths_Per_Round,Team1_Player2_Headshots,Team1_Player3_Rating,Team1_Player3_Kills_Per_Round,Team1_Player3_Deaths_Per_Round,Team1_Player3_Headshots,Team1_Player4_Rating,Team1_Player4_Kills_Per_Round,Team1_Player4_Deaths_Per_Round,Team1_Player4_Headshots,Team1_Player5_Rating,Team1_Player5_Kills_Per_Round,Team1_Player5_Deaths_Per_Round,Team1_Player5_Headshots,Team2_Player1_Rating,Team2_Player1_Kills_Per_Round,Team2_Player1_Deaths_Per_Round,Team2_Player1_Headshots,Team2_Player2_Rating,Team2_Player2_Kills_Per_Round,Team2_Player2_Deaths_Per_Round,Team2_Player2_Headshots,Team2_Player3_Rating,Team2_Player3_Kills_Per_Round,Team2_Player3_Deaths_Per_Round,Team2_Player3_Headshots,Team2_Player4_Rating,Team2_Player4_Kills_Per_Round,Team2_Player4_Deaths_Per_Round,Team2_Player4_Headshots,Team2_Player5_Rating,Team2_Player5_Kills_Per_Round,Team2_Player5_Deaths_Per_Round,Team2_Player5_Headshots
28/03/2024,spirit,faze,1,4,79.2,1,72.4,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,0.91,0.57,0.72,54.4,1.06,0.65,0.68,62.9,1.19,0.75,0.63,54.0,1.12,0.71,0.6,52.5,1.18,0.74,0.59,35.1
28/03/2024,spirit,complexity,1,4,79.2,12,43.8,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.14,0.74,0.68,57.9,0.97,0.62,0.72,52.7,0.92,0.53,0.64,51.6,1.09,0.68,0.61,43.1,1.01,0.65,0.69,50.0
28/03/2024,spirit,natus_vincere,1,4,79.2,2,77.3,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,0.91,0.51,0.65,43.8,1.02,0.64,0.68,42.5,1.09,0.68,0.65,65.9,1.16,0.73,0.65,51.2,1.17,0.74,0.57,38.4
28/03/2024,spirit,themongolz,1,4,79.2,19,67.9,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.19,0.73,0.65,43.1,1.1,0.71,0.68,57.7,1.15,0.73,0.66,58.8,1.04,0.65,0.66,67.0,1.1,0.69,0.61,32.3
28/03/2024,spirit,apeks,1,4,79.2,20,44.1,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.0,0.63,0.66,56.7,1.15,0.73,0.73,53.7,1.11,0.71,0.55,44.0,0.88,0.53,0.69,49.2,1.01,0.65,0.68,52.0
28/03/2024,spirit,faze,0,4,79.2,1,72.4,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,0.91,0.57,0.72,54.4,1.06,0.65,0.68,62.9,1.19,0.75,0.63,54.0,1.12,0.71,0.6,52.5,1.18,0.74,0.59,35.1
28/03/2024,spirit,liquid,0,4,79.2,22,69.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.06,0.62,0.57,29.6,1.24,0.75,0.59,51.0,1.22,0.75,0.6,59.0,1.12,0.67,0.68,57.0,1.1,0.69,0.62,53.5
28/03/2024,spirit,mouz,1,4,79.2,5,76.2,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.12,0.67,0.67,54.9,0.9,0.56,0.7,57.5,1.1,0.71,0.61,31.3,1.17,0.76,0.61,52.1,1.09,0.68,0.68,47.9
28/03/2024,spirit,koi,0,4,79.2,27,58.3,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.04,0.66,0.65,54.2,1.15,0.72,0.66,54.0,1.1,0.66,0.58,36.0,1.03,0.62,0.68,47.6,1.15,0.7,0.64,39.4
28/03/2024,spirit,virtuspro,1,4,79.2,9,68.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.0,0.6,0.64,49.0,1.21,0.7,0.61,49.7,1.12,0.66,0.52,31.4,1.07,0.63,0.64,48.8,1.13,0.68,0.64,61.3
28/03/2024,spirit,mibr,1,4,79.2,34,81.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.13,0.66,0.58,52.3,1.16,0.7,0.59,33.4,1.11,0.65,0.61,54.8,1.11,0.68,0.64,62.1,1.21,0.74,0.63,57.0
28/03/2024,spirit,furia,1,4,79.2,14,45.5,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.09,0.69,0.6,34.9,1.04,0.64,0.67,58.5,1.01,0.61,0.68,47.1,1.13,0.69,0.64,46.4,1.15,0.7,0.6,49.4
28/03/2024,spirit,virtuspro,0,4,79.2,9,68.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.0,0.6,0.64,49.0,1.21,0.7,0.61,49.7,1.12,0.66,0.52,31.4,1.07,0.63,0.64,48.8,1.13,0.68,0.64,61.3
28/03/2024,spirit,sinners,0,4,79.2,49,59.3,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.14,0.74,0.61,31.8,1.06,0.67,0.65,59.3,1.05,0.65,0.65,53.2,0.99,0.62,0.68,48.6,1.14,0.71,0.7,58.5
28/03/2024,spirit,furia,1,4,79.2,14,45.5,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.09,0.69,0.6,34.9,1.04,0.64,0.67,58.5,1.01,0.61,0.68,47.1,1.13,0.69,0.64,46.4,1.15,0.7,0.6,49.4
28/03/2024,spirit,mibr,1,4,79.2,34,81.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.13,0.66,0.58,52.3,1.16,0.7,0.59,33.4,1.11,0.65,0.61,54.8,1.11,0.68,0.64,62.1,1.21,0.74,0.63,57.0
28/03/2024,spirit,apeks,1,4,79.2,20,44.1,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.0,0.63,0.66,56.7,1.15,0.73,0.73,53.7,1.11,0.71,0.55,44.0,0.88,0.53,0.69,49.2,1.01,0.65,0.68,52.0
28/03/2024,spirit,monte,0,4,79.2,23,51.9,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.14,0.75,0.65,38.7,1.13,0.7,0.64,63.3,1.01,0.62,0.67,55.1,0.94,0.61,0.67,56.0,1.06,0.66,0.68,50.7
28/03/2024,spirit,saw,1,4,79.2,16,73.3,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.07,0.62,0.61,51.0,0.99,0.6,0.64,54.5,1.11,0.69,0.6,34.9,1.16,0.73,0.67,52.4,1.13,0.7,0.64,56.8
28/03/2024,spirit,mouz,1,4,79.2,5,76.2,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.12,0.67,0.67,54.9,0.9,0.56,0.7,57.5,1.1,0.71,0.61,31.3,1.17,0.76,0.61,52.1,1.09,0.68,0.68,47.9
28/03/2024,spirit,complexity,1,4,79.2,12,43.8,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.14,0.74,0.68,57.9,0.97,0.62,0.72,52.7,0.92,0.53,0.64,51.6,1.09,0.68,0.61,43.1,1.01,0.65,0.69,50.0
28/03/2024,spirit,9z,0,4,79.2,45,65.6,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.07,0.65,0.66,49.8,1.18,0.75,0.62,51.2,0.93,0.54,0.65,58.1,1.19,0.73,0.58,34.2,1.05,0.65,0.63,55.4
28/03/2024,spirit,virtuspro,0,4,79.2,9,68.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.0,0.6,0.64,49.0,1.21,0.7,0.61,49.7,1.12,0.66,0.52,31.4,1.07,0.63,0.64,48.8,1.13,0.68,0.64,61.3
28/03/2024,spirit,big,0,4,79.2,38,40.9,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.04,0.65,0.68,53.2,0.98,0.63,0.64,31.4,1.16,0.74,0.67,51.8,1.03,0.66,0.69,56.9,1.1,0.65,0.56,52.2
28/03/2024,spirit,saw,1,4,79.2,16,73.3,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.07,0.62,0.61,51.0,0.99,0.6,0.64,54.5,1.11,0.69,0.6,34.9,1.16,0.73,0.67,52.4,1.13,0.7,0.64,56.8
28/03/2024,spirit,cloud9,0,4,79.2,7,63.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.13,0.71,0.65,47.7,1.15,0.72,0.67,49.7,1.08,0.65,0.65,35.8,1.09,0.65,0.67,48.0,1.12,0.68,0.57,45.9
28/03/2024,spirit,mibr,1,4,79.2,34,81.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.13,0.66,0.58,52.3,1.16,0.7,0.59,33.4,1.11,0.65,0.61,54.8,1.11,0.68,0.64,62.1,1.21,0.74,0.63,57.0
28/03/2024,spirit,9z,1,4,79.2,45,65.6,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.07,0.65,0.66,49.8,1.18,0.75,0.62,51.2,0.93,0.54,0.65,58.1,1.19,0.73,0.58,34.2,1.05,0.65,0.63,55.4
28/03/2024,spirit,monte,1,4,79.2,23,51.9,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.14,0.75,0.65,38.7,1.13,0.7,0.64,63.3,1.01,0.62,0.67,55.1,0.94,0.61,0.67,56.0,1.06,0.66,0.68,50.7
28/03/2024,spirit,eternal_fire,0,4,79.2,8,68.2,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,0.99,0.59,0.62,48.4,1.24,0.74,0.64,51.6,1.14,0.69,0.58,37.7,1.03,0.64,0.61,61.4,1.11,0.72,0.68,52.7
28/03/2024,spirit,monte,1,4,79.2,23,51.9,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.14,0.75,0.65,38.7,1.13,0.7,0.64,63.3,1.01,0.62,0.67,55.1,0.94,0.61,0.67,56.0,1.06,0.66,0.68,50.7
28/03/2024,spirit,virtuspro,1,4,79.2,9,68.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.0,0.6,0.64,49.0,1.21,0.7,0.61,49.7,1.12,0.66,0.52,31.4,1.07,0.63,0.64,48.8,1.13,0.68,0.64,61.3
28/03/2024,spirit,9_pandas,1,4,79.2,21,51.7,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,0.93,0.56,0.69,53.1,1.15,0.73,0.61,56.5,1.08,0.66,0.6,27.1,1.09,0.68,0.68,55.8,1.09,0.67,0.66,62.1
28/03/2024,spirit,og,0,4,79.2,36,50.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,0.94,0.58,0.74,61.5,1.03,0.65,0.68,59.8,1.16,0.73,0.63,56.8,1.03,0.65,0.72,57.6,1.22,0.75,0.72,36.0
28/03/2024,spirit,virtuspro,0,4,79.2,9,68.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.0,0.6,0.64,49.0,1.21,0.7,0.61,49.7,1.12,0.66,0.52,31.4,1.07,0.63,0.64,48.8,1.13,0.68,0.64,61.3
28/03/2024,spirit,virtuspro,1,4,79.2,9,68.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.0,0.6,0.64,49.0,1.21,0.7,0.61,49.7,1.12,0.66,0.52,31.4,1.07,0.63,0.64,48.8,1.13,0.68,0.64,61.3
28/03/2024,spirit,mibr,1,4,79.2,34,81.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.13,0.66,0.58,52.3,1.16,0.7,0.59,33.4,1.11,0.65,0.61,54.8,1.11,0.68,0.64,62.1,1.21,0.74,0.63,57.0
28/03/2024,spirit,saw,1,4,79.2,16,73.3,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.07,0.62,0.61,51.0,0.99,0.6,0.64,54.5,1.11,0.69,0.6,34.9,1.16,0.73,0.67,52.4,1.13,0.7,0.64,56.8
28/03/2024,spirit,9_pandas,1,4,79.2,21,51.7,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,0.93,0.56,0.69,53.1,1.15,0.73,0.61,56.5,1.08,0.66,0.6,27.1,1.09,0.68,0.68,55.8,1.09,0.67,0.66,62.1
28/03/2024,spirit,astralis,0,4,79.2,26,57.1,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.1,0.68,0.6,36.5,1.11,0.7,0.67,47.7,0.99,0.59,0.68,64.9,1.01,0.64,0.66,61.4,1.07,0.65,0.64,54.2
28/03/2024,spirit,aurora,0,4,79.2,28,75.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.08,0.68,0.69,51.3,1.24,0.77,0.66,50.1,1.08,0.64,0.62,45.0,1.21,0.77,0.58,42.4,1.19,0.75,0.64,61.0
28/03/2024,spirit,fnatic,0,4,79.2,33,55.2,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.08,0.68,0.63,47.2,1.06,0.64,0.69,55.4,1.07,0.67,0.61,30.9,1.05,0.65,0.65,52.6,1.12,0.72,0.71,63.4
28/03/2024,spirit,astralis,0,4,79.2,26,57.1,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.1,0.68,0.6,36.5,1.11,0.7,0.67,47.7,0.99,0.59,0.68,64.9,1.01,0.64,0.66,61.4,1.07,0.65,0.64,54.2
28/03/2024,spirit,astralis,0,4,79.2,26,57.1,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.1,0.68,0.6,36.5,1.11,0.7,0.67,47.7,0.99,0.59,0.68,64.9,1.01,0.64,0.66,61.4,1.07,0.65,0.64,54.2
28/03/2024,spirit,natus_vincere,0,4,79.2,2,77.3,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,0.91,0.51,0.65,43.8,1.02,0.64,0.68,42.5,1.09,0.68,0.65,65.9,1.16,0.73,0.65,51.2,1.17,0.74,0.57,38.4
28/03/2024,spirit,liquid,1,4,79.2,22,69.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.06,0.62,0.57,29.6,1.24,0.75,0.59,51.0,1.22,0.75,0.6,59.0,1.12,0.67,0.68,57.0,1.1,0.69,0.62,53.5
28/03/2024,spirit,astralis,1,4,79.2,26,57.1,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.1,0.68,0.6,36.5,1.11,0.7,0.67,47.7,0.99,0.59,0.68,64.9,1.01,0.64,0.66,61.4,1.07,0.65,0.64,54.2
28/03/2024,spirit,ence,0,4,79.2,13,45.5,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.0,0.6,0.66,54.8,1.01,0.65,0.67,41.8,0.97,0.61,0.71,56.3,1.1,0.71,0.61,33.9,1.12,0.7,0.67,59.2
28/03/2024,spirit,liquid,0,4,79.2,22,69.0,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.06,0.62,0.57,29.6,1.24,0.75,0.59,51.0,1.22,0.75,0.6,59.0,1.12,0.67,0.68,57.0,1.1,0.69,0.62,53.5
28/03/2024,spirit,big,1,4,79.2,38,40.9,1.03,0.63,0.64,56.1,1.21,0.74,0.52,36.1,1.09,0.6,0.57,46.6,1.13,0.67,0.64,35.6,1.51,0.99,0.66,60.5,1.04,0.65,0.68,53.2,0.98,0.63,0.64,31.4,1.16,0.74,0.67,51.8,1.03,0.66,0.69,56.9,1.1,0.65,0.56,52.2
30/03/2024,vitality,faze,0,3,62.5,1,72.4,0.99,0.59,0.69,47.4,1.35,0.83,0.59,39.4,1.14,0.67,0.63,50.1,1.15,0.72,0.62,53.7,1.0,0.59,0.62,58.4,0.91,0.57,0.72,54.4,1.06,0.65,0.68,62.9,1.19,0.75,0.63,54.0,1.12,0.71,0.6,52.5,1.18,0.74,0.59,35.1
30/03/2024,vitality,cloud9,1,3,62.5,7,63.0,0.99,0.59,0.69,47.4,1.35,0.83,0.59,39.4,1.14,0.67,0.63,50.1,1.15,0.72,0.62,53.7,1.0,0.59,0.62,58.4,1.13,0.71,0.65,47.7,1.15,0.72,0.67,49.7,1.08,0.65,0.65,35.8,1.09,0.65,0.67,48.0,1.12,0.68,0.57,45.9
30/03/2024,vitality,complexity,1,3,62.5,12,43.8,0.99,0.59,0.69,47.4,1.35,0.83,0.59,39.4,1.14,0.67,0.63,50.1,1.15,0.72,0.62,53.7,1.0,0.59,0.62,58.4,1.14,0.74,0.68,57.9,0.97,0.62,0.72,52.7,0.92,0.53,0.64,51.6,1.09,0.68,0.61,43.1,1.01,0.65,0.69,50.0
30/03/2024,vitality,imperial,1,3,62.5,18,72.0,0.99,0.59,0.69,47.4,1.35,0.83,0.59,39.4,1.14,0.67,0.63,50.1,1.15,0.72,0.62,53.7,1.0,0.59,0.62,58.4,1.16,0.67,0.53,33.3,1.22,0.78,0.67,45.1,1.03,0.61,0.64,48.6,1.14,0.73,0.61,52.2,1.11,0.69,0.66,53.5
